-0.0070938,-0.19425,0.44099,0.42955,-0.90616,797.83
-0.26777,-0.19108,0.492,0.17475,-0.04616,318.98
-0.13855,0.2392,0.26779,-1.2666,-0.59951,983.82
0.36332,0.27195,-1.4627,-0.80664,0.71973,456.35
-0.16781,-0.099732,0.84974,-0.2467,-0.71673,790.53
0.083904,0.95795,0.031864,-4.3877,-0.59289,400.81
-0.31528,-0.53278,0.94332,1.9235,-0.14338,799.96
0.0076276,0.14172,0.66974,0.076036,-0.38271,318.14
-0.39139,-5.215,1.8146,17.704,-11.928,941.37
-0.88064,1.0406,1.4305,-2.5701,2.0986,424.32
-0.47518,-1.3336,-0.91761,8.6574,2.0884,946.84
-0.069781,-0.30719,1.9406,-1.8003,-0.67375,408.25
-0.4846,-0.60747,1.6078,1.753,-1.0856,1005.2
-0.70559,-0.42687,2.1814,1.473,-0.78707,380.22
-0.57444,-0.57342,1.9071,0.66034,-2.0435,977.72
1.8056,-0.91726,-6.6085,0.33942,2.7458,435.47
-0.81541,-0.84468,4.5245,6.7849,-6.6933,970.31
-0.42401,0.47743,2.0306,-1.7969,-3.8082,409.73
-1.0564,-3.2401,4.1234,12.078,-2.0857,818.5
1.2481,0.0081532,-5.4417,-0.87973,4.2827,499.29
-1.1416,1.5547,3.0285,-2.8172,2.2543,957.7
2.381,1.2119,-6.9958,-4.6201,3.1941,421.21
-1.9485,-1.6263,9.2853,3.6899,-19.434,948.6
3.9172,2.1389,-17.408,-5.5511,20.994,383.71
-1.9812,-0.26843,9.5048,-3.0753,-13.891,941.8
1.3415,2.7511,-2.9603,-3.3631,3.5112,375.47
-2.0222,-0.93038,-2.7867,11.664,12.758,938.64
-5.61,-4.1622,11.26,8.0582,-0.30433,371.23
-2.0251,2.6941,5.7128,-4.1714,-2.1865,915.58
-0.74751,-1.1443,1.8234,8.4788,8.29,437.32
-2.0559,-2.1026,9.0057,11.388,-2.2707,932.62
-0.081393,-0.92182,-2.2408,2.3668,6.365,432.69
-2.0881,0.39342,7.7029,-1.5265,-4.069,966.5
-0.97159,-1.5551,2.2159,2.5277,-1.7898,430.37
-2.2689,-0.038226,4.5056,7.6015,4.9489,1068.8
1.5529,-0.65291,-4.2457,1.0323,0.64924,286.67
-3.0739,1.922,9.2409,1.642,-4.3198,943.25
-1.2329,0.37652,-0.38622,0.14674,2.7742,465.91
-3.2616,0.39174,12.599,8.2906,-4.4063,956.38
0.45663,0.75899,-3.0875,-5.5168,2.5003,414.27
